filename,code,label,label_encoded
0x023a3dfff92e4e547f40b2664fd910fd8079fd69.sol,"function FUN1(address VAR1) public payable isValidPayload VAR2 FUN2(VAR3.VAR4) returns (uint VAR5) {
require(msg.value > 0);
VAR5 = msg.value;
if (VAR1 == 0) VAR1 = msg.sender;
uint VAR6 = VAR7 * FUN3() / 10**9 - VAR8;
uint VAR9 = VAR10 - VAR8;
if (VAR9 < VAR6) VAR6 = VAR9;
if (VAR5 > VAR6) {
VAR5 = VAR6;
VAR1.transfer(msg.value - VAR5);
}
VAR11.transfer(VAR5);
VAR12[VAR1] += VAR5;
VAR8 += VAR5;
FUN4(VAR1, VAR5);
if (VAR5 == VAR6) FUN5();
}",RE,1
0x023cdf9b4b127c5779263956efc7bdc8d132b2d2.sol,"function FUN1(address payable VAR1, uint256 VAR2) internal {
require(address(this).VAR3 >= VAR2, """");
(bool VAR4, ) = VAR1.call.value(VAR2)("""");
require(VAR4, """");
}
}
library VAR5 {
using SafeMath for uint256;
using Address for address;",RE,1
0x023cf1D6b14846c9C12Eb60e91d61855a31F9835.sol,"function () public payable {
revert();
}",RE,1
0x023fa9e2a97799b3d87b3fa35674b50b8b5c9f4e.sol,"function FUN1 (string VAR1, address VAR2) public payable returns (bool) {
require (msg.value >= 1000000000000000, """");
require (VAR3[VAR1] == address(0), """");
require (FUN2(VAR4[VAR2]) == FUN2(""""), """");
VAR3[VAR1] = VAR2;
VAR4[VAR2] = VAR1;
VAR5.transfer(msg.value);
return true;
}",RE,1
0x0245BF267FedC29f28FC91b3AFa3c412b8d91Fc7.sol,"function FUN1() internal virtual view returns (address payable) {
return msg.sender;
}
function FUN2(address payable VAR1, uint256 VAR2) internal {
require( address(this).VAR3 >= VAR2, """" );
(bool VAR4, ) = VAR1.call{
value: VAR2}
("""");
require( VAR4, """" );
}",RE,1
0x0246ca32095807e24a6bb9f811fecdbc2d5a83f1.sol,"function FUN1(address VAR1, uint64 VAR2, uint VAR3, uint8 VAR4, bytes32 VAR5, bytes32 VAR6) public payable returns (bool) {
require(FUN2(VAR1));
return FUN3(VAR1, VAR2, VAR3, VAR4, VAR5, VAR6);
}",RE,1
0x024701acb78fa285f9e40a3c79d11118432f8be1.sol,"function () public payable {
revert();
}",RE,1
0x0248083ad7ee047e8b94bc6ed8ee5cb2ed2a1c5a.sol,"function FUN1( address VAR1, uint256 value, string memory VAR2, bytes memory VAR3, uint256 VAR4 ) public payable returns (bytes VAR5) {
require( msg.sender == VAR6, """" );
bytes32 VAR7 = FUN2( VAR8.FUN3(VAR1, value, VAR2, VAR3, VAR4) );
require( VAR9[VAR7], """" );
require( FUN4() >= VAR4, """" );
require( FUN4() <= VAR4.FUN5(VAR10), """" );
VAR9[VAR7] = false;
bytes memory VAR11;
if (bytes(VAR2).VAR12 == 0) {
VAR11 = VAR3;
}
else {
VAR11 = VAR8.FUN6( bytes4(FUN2(bytes(VAR2))), VAR3 );
}
(bool VAR13, bytes memory VAR14) = VAR1.call.value(value)( VAR11 );
require( VAR13, """" );
emit FUN7(VAR7, VAR1, value, VAR2, VAR3, VAR4);
return VAR14;
}",RE,1
0x0248a296ad4a2c21b793efe777024760677331a3.sol,"function () external payable {
FUN1();
}
function FUN1() payable isRunning isBuyable onlyWhitelist public {
uint256 VAR1 = msg.value;
address VAR2 = msg.sender;
require(VAR2 != address(0) && VAR1 >= VAR3 && VAR1 <= VAR4);
require(VAR1.FUN2(VAR5[VAR2]) <= VAR4);
uint256 VAR6 = 0;
if(VAR7 > VAR8) VAR6 = msg.value.FUN3(VAR9);
else VAR6 = msg.value.FUN3(VAR10);
VAR5[VAR2] = VAR1.FUN2(VAR5[VAR2]);
VAR11[VAR12].VAR13 = VAR11[VAR12].VAR13.FUN4(VAR6);
VAR11[VAR2].VAR13 = VAR11[VAR2].VAR13.FUN2(VAR6);
emit Transfer(VAR12, VAR2, VAR6);
}",RE,1
0x0248d2dbbf900dcd93ffbd902de779ae0dd5eec0.sol,"function FUN1(uint256 VAR1, uint256 VAR2, uint256 VAR3, uint256 VAR4, uint256 VAR5, VAR6.EventReturns memory VAR7) private returns(VAR6.VAR8) {
uint256 VAR9 = VAR3 / 100;
uint256 VAR10 = VAR3 / 50;
VAR10 = VAR10.FUN2(VAR9);
uint256 VAR11 = 0;
if (!address(VAR12).call.value(VAR10.FUN3(VAR10 / 2))()) {
VAR11 = VAR11.FUN2(VAR10.FUN3(VAR10 / 2));
}
if (!address(VAR13).call.value(VAR10 / 2)()) {
VAR11 = VAR11.FUN2(VAR10 / 2);
}
VAR10 = VAR10.FUN3(VAR11);
uint256 VAR14 = VAR3 / 10;
if (VAR4 != VAR2 && VAR15[VAR4].VAR16 != '') {
VAR15[VAR4].VAR17 = VAR14.FUN2(VAR15[VAR4].VAR17);
emit VAR18.FUN4(VAR4, VAR15[VAR4].VAR19, VAR15[VAR4].VAR16, VAR1, VAR2, VAR14, VAR20);
}
else {
VAR11 = VAR11.FUN2(VAR14);
}
VAR11 = VAR11.FUN2((VAR3.FUN5(VAR21[VAR5].VAR22)) / (100));
if (VAR11 > 0) {
VAR23[VAR1].VAR24 = VAR23[VAR1].VAR24.FUN2(VAR11);
VAR7.VAR25 = VAR11.FUN2(VAR7.VAR25);
}
return(VAR7);
}
function FUN1(uint256 VAR1, uint256 VAR2, uint256 VAR3, uint256 VAR4, uint256 VAR5, VAR6.EventReturns memory VAR7) private returns(VAR6.VAR8) {
uint256 VAR9 = VAR3 / 100;
uint256 VAR10 = VAR3 / 50;
VAR10 = VAR10.FUN2(VAR9);
uint256 VAR11 = 0;
if (!address(VAR12).call.value(VAR10.FUN3(VAR10 / 2))()) {
VAR11 = VAR11.FUN2(VAR10.FUN3(VAR10 / 2));
}
if (!address(VAR13).call.value(VAR10 / 2)()) {
VAR11 = VAR11.FUN2(VAR10 / 2);
}
VAR10 = VAR10.FUN3(VAR11);
uint256 VAR14 = VAR3 / 10;
if (VAR4 != VAR2 && VAR15[VAR4].VAR16 != '') {
VAR15[VAR4].VAR17 = VAR14.FUN2(VAR15[VAR4].VAR17);
emit VAR18.FUN4(VAR4, VAR15[VAR4].VAR19, VAR15[VAR4].VAR16, VAR1, VAR2, VAR14, VAR20);
}
else {
VAR11 = VAR11.FUN2(VAR14);
}
VAR11 = VAR11.FUN2((VAR3.FUN5(VAR21[VAR5].VAR22)) / (100));
if (VAR11 > 0) {
VAR23[VAR1].VAR24 = VAR23[VAR1].VAR24.FUN2(VAR11);
VAR7.VAR25 = VAR11.FUN2(VAR7.VAR25);
}
return(VAR7);
}",RE,1
0x0248f089a622b74cebaa62573605af9a44966bf1.sol,"function () payable public {
FUN1();
}
function FUN1() payable public {
if (VAR1) {
msg.sender.transfer(msg.value);
return;
}
uint VAR2 = msg.value;
while (VAR2 >= VAR3 && VAR4 <= VAR5) {
uint VAR6 = 0;
if (VAR7.VAR8 > 0) {
VAR6 = VAR7[VAR7.VAR8-1];
VAR7.VAR8--;
}
else {
VAR6 = VAR4++;
}
VAR9[VAR6] = FUN2(msg.sender, VAR10);
FUN3(VAR10, msg.sender, VAR6);
VAR2 -= VAR3;
}
if (VAR4 > VAR5) {
FUN4();
}
if (VAR2 > 0) {
msg.sender.transfer(VAR2);
}
}",RE,1
0x0249fbd4bf6f1054a7b45e23e24585a1c41a086f.sol,"function FUN1(address payable VAR1, uint256 VAR2) internal {
require(address(this).VAR3 >= VAR2, """");
(bool VAR4, ) = VAR1.call.value(VAR2)("""");
require(VAR4, """");
}
}
library VAR5 {
using SafeMath for uint256;
using Address for address;",RE,1
0x024c0e1966a52c506e95679f2edb7c031aaa8011.sol,"function FUN1() payable public {
VAR1 = msg.sender;
}
modifier onlyOwner {
require(VAR1 == msg.sender);
VAR2;
}",RE,1
0x024cb480c6bf81eea0067c2682a706e5da5c6024.sol,"function FUN1() payable {
FUN2(msg.sender, msg.value);
}
function () payable {
FUN1();
}
function() payable {
if (msg.value != 0) {
FUN3(msg.sender, msg.value);
}
else {
throw;
}
}
}",RE,1
0x02525172418dfd0c828c567ddbfab064e60831a2.sol,"function FUN1(uint256 VAR1) public returns (bytes VAR2) {
Action memory VAR3 = VAR4[VAR1];
bool[6] memory VAR5 = VAR6.FUN2(VAR1);
require(VAR3.VAR7 != address(0), """");
require(!VAR3.VAR8, """");
require(address(this).VAR9 >= VAR3.value, """");
require(VAR5[2], """");
VAR4[VAR1].VAR8 = true;
(bool VAR10, bytes memory VAR11) = VAR3.VAR7.call.value(VAR3.value)(VAR3.VAR12);
require(VAR10, """");
emit FUN3(VAR1, msg.sender);
return VAR11;
}",RE,1
0x02557a5e05defeffd4cae6d83ea3d173b272c904.sol,"function() payable public {
revert();
}
enum VAR1 {
VAR2, VAR3, VAR4 }
enum VAR5 {
VAR6, VAR7, VAR8, VAR9, VAR10, VAR11, VAR12, VAR13, VAR14, VAR15, VAR16, VAR17 }
event FUN1(address VAR18, address VAR19, uint VAR20, uint VAR21, uint VAR22);",RE,1
0x02575ca9424acd6aed8d8dc1b01fa7175000cef0.sol,"function FUN1(address VAR1, uint256 VAR2, string VAR3) FUN2(VAR1, VAR2, VAR3) external payable {
FUN3(VAR1, VAR2, VAR3);
}
function FUN4(address VAR1, uint256 VAR2, string VAR4) FUN2(VAR1, VAR2, VAR4) external payable {
FUN5(VAR1, VAR2, VAR4);
}
function FUN6(string VAR3) external payable {
FUN7(bytes32(0), VAR3);
}
function FUN7(bytes32 VAR5, string memory VAR3) public payable {
require(msg.value >= VAR6);
FUN8(VAR5, VAR3);
if (msg.value > VAR6) {
msg.sender.transfer(msg.value - VAR6);
}
}",RE,1
0x02585e4a14da274d02df09b222d4606b10a4e940.sol,"function FUN1(address sender) public isAtLeastMinimum isUnderHardcap isSaleOn payable {
VAR1 = VAR1.FUN2(msg.value);
VAR2.transfer(this.VAR3);
FUN3(sender, msg.value);
}
function() external payable {
FUN1(msg.sender);
}
}",RE,1
0x02591b666f36ab5a8cb7e8c4b9dfb7b6b5888933.sol,"function () public payable {
FUN1();
}
}
contract VAR1 {",RE,1
0x025cd28d7ef83e1c2ffe511d5f9290d54ba5dcf0.sol,"function FUN1(address VAR1) public payable returns (uint256) {
FUN2(msg.value, VAR1);
}",RE,1
0x025d803c0e087e88aa7021984dcd87dc0a25be13.sol,"function () external payable {
FUN1();
}
function FUN1() payable canDistr public {
uint256 VAR1 = 0;
uint256 VAR2 = 0;
uint256 VAR3 = 0;
uint256 VAR4 = 1 VAR5 / 10;
uint256 VAR6 = 1 VAR5;
uint256 VAR7 = 5 VAR5;
VAR1 = VAR8.FUN2(msg.value) / 1 VAR5;
address VAR9 = msg.sender;
if (msg.value >= VAR10 && VAR11 < VAR12 && VAR11 < VAR13 && VAR11 < VAR14) {
if(msg.value >= VAR4 && msg.value < VAR6){
VAR3 = VAR1 * 5 / 100;
}
else if(msg.value >= VAR6 && msg.value < VAR7){
VAR3 = VAR1 * 10 / 100;
}
else if(msg.value >= VAR7){
VAR3 = VAR1 * 15 / 100;
}
}
else if(msg.value >= VAR10 && VAR11 < VAR12 && VAR11 > VAR13 && VAR11 < VAR14){
if(msg.value >= VAR6 && msg.value < VAR7){
VAR3 = VAR1 * 5 / 100;
}
else if(msg.value >= VAR7){
VAR3 = VAR1 * 10 / 100;
}
}
else{
VAR3 = 0;
}
VAR2 = VAR1 + VAR3;
if (VAR1 == 0) {
uint256 VAR15 = 5000e8;
if (VAR16[VAR9] == false && VAR17 <= VAR18 ) {
FUN3(VAR9, VAR15);
VAR16[VAR9] = true;
VAR17++;
}
else{
require( msg.value >= VAR10 );
}
}
else if(VAR1 > 0 && msg.value >= VAR10){
if( VAR11 >= VAR12 && VAR11 >= VAR13 && VAR11 < VAR14){
FUN3(VAR9, VAR1);
}
else{
if(msg.value >= VAR4){
FUN3(VAR9, VAR2);
}
else{
FUN3(VAR9, VAR1);
}
}
}
else{
require( msg.value >= VAR10 );
}
if (VAR19 >= VAR20) {
VAR21 = true;
}
VAR22.transfer(msg.value);
}",RE,1
0x025daf950c6e814dee4c96e13c98d3196d22e60c.sol,"function () external payable {
revert();
}
}
contract RICH is VAR1 {
uint256 public VAR2;
uint256 public VAR3;
uint256 public VAR4;
uint256 public VAR5;
uint256 public VAR6;
uint256 public VAR7;
uint256 public VAR8;
uint256 public VAR9;
uint256 public VAR10;
uint256 public VAR11;
uint256 public VAR12;
function FUN1(address VAR13) public payable returns (bool VAR14){
require(VAR7 <= VAR15.VAR16 && VAR15.VAR16 <= VAR8);
require(VAR10 < VAR9 || VAR9 == 0);
uint256 VAR17 = msg.value;
uint256 VAR18;
if(VAR11 != 0) {
uint256 VAR19 = VAR17 / VAR12;
VAR18 = VAR11 * VAR19;
}
else {
VAR18 = VAR17 / VAR12;
}
VAR10 ++;
if(msg.sender != VAR13 && FUN2(VAR13) != 0 && VAR13 != 0x0000000000000000000000000000000000000000){
VAR20[address(this)] = VAR20[address(this)].FUN3(VAR18 / 2);
VAR20[VAR13] = VAR20[VAR13].FUN4(VAR18 / 2);
emit Transfer(address(this), VAR13, VAR18 / 2);
}
VAR20[address(this)] = VAR20[address(this)].FUN3(VAR18);
VAR20[msg.sender] = VAR20[msg.sender].FUN4(VAR18);
emit Transfer(address(this), msg.sender, VAR18);
return true;
}
function FUN5() public onlyOwner() {
address payable VAR21 = msg.sender;
VAR21.transfer(address(this).VAR22);
}
function() external payable {
}
}",RE,1
0x025dce2d39a46296766db7cac8c322e8f59cd5d9.sol,"function FUN1(bytes20 VAR1, address VAR2) public payable {
require(msg.value > 0);
require(VAR3[msg.sender][VAR2].FUN2(VAR4) > VAR5);
require(VAR6[msg.sender][VAR2].VAR7 == uint256(0));
VAR6[msg.sender][VAR2] = FUN3( bytes32(0), VAR1, VAR5, msg.value );
FUN4(VAR5);
}",RE,1
0x0260853e7313725691bd0c562bc7d27dd7845a9b.sol,"function FUN1(address payable VAR1, uint256 VAR2) internal {
require(address(this).VAR3 >= VAR2, """");
(bool VAR4, ) = VAR1.call{
value: VAR2 }
("""");
require(VAR4, """");
}
function FUN2() internal view virtual returns (address payable) {
return msg.sender;
}",RE,1
0x02630ee76bf9d321fc6ec109b1b5c076f2dc951e.sol,"function () external payable {
revert();
}",RE,1
0x0263e76b500a3cf6b31753a70055d9a05a3e655b.sol,"function FUN1() limitation saleIsOn payable {
VAR1.transfer(msg.value);
uint VAR2 = VAR3.FUN2(msg.value).FUN3(1 VAR4);
VAR5.transfer(msg.sender, VAR2);
}
function() external payable {
FUN1();
}
}",RE,1
0x0264CF5Ab570b450B81bbbe65f2171796C730934.sol,"function FUN1(address payable VAR1, uint256 VAR2) internal {
require(address(this).VAR3 >= VAR2, """");
(bool VAR4, ) = VAR1.call{
value: VAR2 }
("""");
require(VAR4, """");
}
function FUN2() internal view virtual returns (address payable) {
return msg.sender;
}",RE,1
0x0266C3eF5F9f7C696B2074cbF93c933fc5496329.sol,"function FUN1(uint256 VAR1, uint256 VAR2, string memory VAR3) internal pure returns (uint256) {
require(VAR2 != 0, VAR3);
return VAR1 % VAR2;
}
}
pragma solidity 0.6.12;
contract VAR4 {
using SafeMath for uint;
event FUN2(address indexed VAR5);
event FUN3(address indexed VAR6);
event FUN4(uint indexed VAR7);
event FUN5(bytes32 indexed VAR8, address indexed VAR9, uint value, string VAR10, bytes VAR11, uint VAR12);
event FUN6(bytes32 indexed VAR8, address indexed VAR9, uint value, string VAR10, bytes VAR11, uint VAR12);
event FUN7(bytes32 indexed VAR8, address indexed VAR9, uint value, string VAR10, bytes VAR11, uint VAR12);
uint public constant VAR13 = 14 VAR14;
uint public constant VAR15 = 12 VAR16;
uint public constant VAR17 = 30 VAR14;
address public VAR18;
address public VAR19;
uint public VAR20;
bool public VAR21;
FUN8 (bytes32 => bool) public VAR22;
constructor(address VAR23, uint VAR24) public {
require(VAR24 >= VAR15, """");
require(VAR24 <= VAR17, """");
VAR18 = VAR23;
VAR20 = VAR24;
VAR21 = false;
}
FUN9() external payable {
}
function FUN10(address VAR9, uint value, string memory VAR10, bytes memory VAR11, uint VAR12) public payable returns (bytes VAR25) {
require(msg.sender == VAR18, """");
bytes32 VAR8 = FUN11(VAR26.FUN12(VAR9, value, VAR10, VAR11, VAR12));
require(VAR22[VAR8], """");
require(FUN13() >= VAR12, """");
require(FUN13() <= VAR12.FUN14(VAR13), """");
VAR22[VAR8] = false;
bytes memory VAR27;
if (bytes(VAR10).VAR28 == 0) {
VAR27 = VAR11;
}
else {
VAR27 = VAR26.FUN15(bytes4(FUN11(bytes(VAR10))), VAR11);
}
(bool VAR29, bytes memory VAR30) = VAR9.call{
value: value}
(VAR27);
require(VAR29, """");
emit FUN6(VAR8, VAR9, value, VAR10, VAR11, VAR12);
return VAR30;
}",RE,1
0x0267ee183beebdb7f931afe41e4e25352195b871.sol,"function () public payable {
FUN1(msg.sender);
}
function FUN1(address VAR1) public payable {
bool VAR2 = VAR1 != 0x0 && msg.value != 0 && !VAR3[msg.sender];
uint256 VAR4 = FUN2();
require(FUN3() && VAR2);
VAR5[msg.sender] = VAR5[msg.sender].FUN4(msg.value);
uint256 VAR6;
uint256 VAR7 = 0;
uint256[2] memory VAR8 = FUN5();
VAR6 = VAR8[0];
VAR7 = VAR8[1];
require(VAR6 <= VAR4);
VAR9 = VAR9.FUN4(VAR6);
if(VAR10 >= FUN6()) {
FUN7();
}
VAR11.transfer(VAR1, VAR6);
if (VAR7 > 0) FUN8(VAR7);
FUN9(this.VAR12);
}",RE,1
0x026a7d72a448d0e44d441e55f746bf56b843aedb.sol,"function FUN1(address payable VAR1, uint256 VAR2) internal {
require(address(this).VAR3 >= VAR2, """");
(bool VAR4, ) = VAR1.call.value(VAR2)("""");
require(VAR4, """");
}
}
library VAR5 {
using SafeMath for uint256;
struct VAR6 {
uint256 VAR7;
}",RE,1
0x026BdaC2F308C0109A864138CCa1a623F7828F4a.sol,"function FUN1(address payable VAR1, uint256 VAR2) internal {
require(address(this).VAR3 >= VAR2, """");
(bool VAR4, ) = VAR1.call.value(VAR2)("""");
require(VAR4, """");
}
}
pragma VAR5 ^0.5.0;
contract VAR6 {
bool private VAR7;",RE,1
0x026eafb25ddf7d754d3a66a56c9a6400e99c26c5.sol,"function FUN1(address payable VAR1, uint256 VAR2) internal {
require(address(this).VAR3 >= VAR2, """");
(bool VAR4, ) = VAR1.call{
value: VAR2 }
("""");
require(VAR4, """");
}
function FUN2() internal view virtual returns (address payable) {
return msg.sender;
}",RE,1
0x026fcd9a3690817497a004ac8063e6ef40c6d9e6.sol,"function () external payable {
FUN1();
}
function FUN1() payable canDistr public {
uint256 VAR1 = 0;
require( msg.value >= VAR2 );
require( msg.value > 0 );
VAR1 = VAR3.FUN2(msg.value) / 1 VAR4;
address VAR5 = msg.sender;
if (VAR1 > 0) {
FUN3(VAR5, VAR1);
}
if (VAR6 >= VAR7) {
VAR8 = true;
}
}",RE,1
0x0275f754fb44c4526199cd338900040522680261.sol,"function () public payable {
VAR1.transfer(msg.value);
emit FUN1(msg.sender, address(this), msg.value);
VAR2[msg.sender][''] = VAR2[msg.sender][''].FUN2(msg.value);
FUN3(msg.sender);
}",RE,1
0x0279f2882d32f19661649535d802a8df9efd7d6f.sol,"function () payable {
FUN1();
throw;
}
function FUN1() payable {
require(msg.value > 0);
uint256 VAR1 = msg.value.FUN2(VAR2);
VAR3[msg.sender] = VAR3[msg.sender].FUN2(VAR1);
VAR4 = VAR4.FUN2(VAR1);
VAR5.transfer(msg.value);
}",RE,1
0x027b8cd9c1761651048a65eab2f8d4ed9b97a59b.sol,"function () external payable {
revert();
}
}
contract ZTokens_ERC20 is VAR1 {
uint256 public VAR2;
uint256 public VAR3;
uint256 public VAR4;
uint256 public VAR5;
uint256 public VAR6;
uint256 public VAR7;
uint256 public VAR8;
uint256 public VAR9;
uint256 public VAR10;
uint256 public VAR11;
uint256 public VAR12;
function FUN1(address VAR13) public payable returns (bool VAR14){
require(VAR7 <= VAR15.VAR16 && VAR15.VAR16 <= VAR8);
require(VAR10 < VAR9 || VAR9 == 0);
uint256 VAR17 = msg.value;
uint256 VAR18;
if(VAR11 != 0) {
uint256 VAR19 = VAR17 / VAR12;
VAR18 = VAR11 * VAR19;
}
else {
VAR18 = VAR17 / VAR12;
}
VAR10 ++;
if(msg.sender != VAR13 && FUN2(VAR13) != 0 && VAR13 != 0x0000000000000000000000000000000000000000){
VAR20[address(this)] = VAR20[address(this)].FUN3(VAR18 / 2);
VAR20[VAR13] = VAR20[VAR13].FUN4(VAR18 / 2);
emit Transfer(address(this), VAR13, VAR18 / 2);
}
VAR20[address(this)] = VAR20[address(this)].FUN3(VAR18);
VAR20[msg.sender] = VAR20[msg.sender].FUN4(VAR18);
emit Transfer(address(this), msg.sender, VAR18);
return true;
}
function FUN5() public onlyOwner() {
address payable VAR21 = msg.sender;
VAR21.transfer(address(this).VAR22);
}
function() external payable {
}
}",RE,1
0x027bbe79f0b83a45b2443e9da9b7554596ac8428.sol,"function () payable external {
revert();
}
}",RE,1
0x027d5602aa433a7f5c5444c3e820bc4a714b000a.sol,"function FUN1( address VAR1, uint VAR2, uint VAR3, uint VAR4, address VAR5, uint VAR6 ) external payable returns (uint VAR7, uint VAR8, uint VAR9);
function FUN2(uint VAR10, address[] calldata VAR11, address VAR5, uint VAR6) external payable returns (uint[] memory VAR12);
function FUN3(uint VAR13, address[] calldata VAR11, address VAR5, uint VAR6) external payable returns (uint[] memory VAR12);
function FUN4( uint VAR10, address[] calldata VAR11, address VAR5, uint VAR6 ) external payable;",RE,1
0x027f4f65749d18ab0c18c5283e2fd0ad218669e3.sol,"function FUN1(address sender, address VAR1, uint256 VAR2) external returns (bool);
event Transfer(address indexed VAR3, address indexed VAR4, uint256 value);
event FUN2(address indexed VAR5, address indexed VAR6, uint256 value);
}
contract VAR7 {
using SafeMath for uint256;
address public VAR5;
IERC20 public VAR8;
address payable public VAR9;
uint256 public VAR10;
uint256 public VAR11;
uint256 public VAR12;
bool public VAR13 = false;
uint256 public VAR14;
uint256 public VAR15;
address public VAR16;
event FUN3(address indexed VAR17, address indexed VAR18, uint256 value, uint256 VAR2);
event FUN4(address indexed VAR19, address indexed VAR20);
event FUN5();
constructor(uint256 VAR21, address payable VAR22, IERC20 VAR23, uint256 VAR24, uint256 VAR25, uint256 VAR26, address VAR27) public {
require(VAR21 > 0);
require(VAR22 != address(0));
require(VAR24 > 0);
require(VAR25 >= VAR28);
require(VAR26 >= VAR25);
VAR10 = VAR21;
VAR9 = VAR22;
VAR8 = VAR23;
VAR12 = VAR24;
VAR16 = VAR27;
VAR14 = VAR25;
VAR15 = VAR26;
VAR5 = msg.sender;
}
FUN6 () external payable {
FUN7(msg.sender);
}
function FUN1(address sender, address VAR1, uint256 VAR2) external returns (bool);
event Transfer(address indexed VAR3, address indexed VAR4, uint256 value);
event FUN2(address indexed VAR5, address indexed VAR6, uint256 value);
}
contract VAR7 {
using SafeMath for uint256;
address public VAR5;
IERC20 public VAR8;
address payable public VAR9;
uint256 public VAR10;
uint256 public VAR11;
uint256 public VAR12;
bool public VAR13 = false;
uint256 public VAR14;
uint256 public VAR15;
address public VAR16;
event FUN3(address indexed VAR17, address indexed VAR18, uint256 value, uint256 VAR2);
event FUN4(address indexed VAR19, address indexed VAR20);
event FUN5();
constructor(uint256 VAR21, address payable VAR22, IERC20 VAR23, uint256 VAR24, uint256 VAR25, uint256 VAR26, address VAR27) public {
require(VAR21 > 0);
require(VAR22 != address(0));
require(VAR24 > 0);
require(VAR25 >= VAR28);
require(VAR26 >= VAR25);
VAR10 = VAR21;
VAR9 = VAR22;
VAR8 = VAR23;
VAR12 = VAR24;
VAR16 = VAR27;
VAR14 = VAR25;
VAR15 = VAR26;
VAR5 = msg.sender;
}
FUN6 () external payable {
FUN7(msg.sender);
}
function FUN1(address sender, address VAR1, uint256 VAR2) external returns (bool);
event Transfer(address indexed VAR3, address indexed VAR4, uint256 value);
event FUN2(address indexed VAR5, address indexed VAR6, uint256 value);
}
contract VAR7 {
using SafeMath for uint256;
address public VAR5;
IERC20 public VAR8;
address payable public VAR9;
uint256 public VAR10;
uint256 public VAR11;
uint256 public VAR12;
bool public VAR13 = false;
uint256 public VAR14;
uint256 public VAR15;
address public VAR16;
event FUN3(address indexed VAR17, address indexed VAR18, uint256 value, uint256 VAR2);
event FUN4(address indexed VAR19, address indexed VAR20);
event FUN5();
constructor(uint256 VAR21, address payable VAR22, IERC20 VAR23, uint256 VAR24, uint256 VAR25, uint256 VAR26, address VAR27) public {
require(VAR21 > 0);
require(VAR22 != address(0));
require(VAR24 > 0);
require(VAR25 >= VAR28);
require(VAR26 >= VAR25);
VAR10 = VAR21;
VAR9 = VAR22;
VAR8 = VAR23;
VAR12 = VAR24;
VAR16 = VAR27;
VAR14 = VAR25;
VAR15 = VAR26;
VAR5 = msg.sender;
}
FUN6 () external payable {
FUN7(msg.sender);
}
function FUN7(address VAR29) public payable {
uint256 VAR30 = msg.value;
FUN8(VAR29, VAR30);
uint256 VAR31 = FUN9(VAR30);
VAR11 = VAR11.FUN10(VAR30);
FUN11(VAR29, VAR31);
emit FUN3(msg.sender, VAR29, VAR30, VAR31);
FUN12(VAR29, VAR30);
FUN13();
FUN14(VAR29, VAR30);
}",RE,1
0x028071d9C517f5cD65B6803ea23B4d8eB40C64d9.sol,"function FUN1() internal view virtual returns (address payable) {
return msg.sender;
}
function FUN2(address payable VAR1, uint256 VAR2) internal {
require(address(this).VAR3 >= VAR2, """");
(bool VAR4, ) = VAR1.call{
value: VAR2 }
("""");
require(VAR4, """");
}",RE,1
0x02827D495B2bBe37e1C021eB91BCdCc92cD3b604.sol,"function FUN1(address payable VAR1, uint256 VAR2) internal {
require(address(this).VAR3 >= VAR2, """");
(bool VAR4, ) = VAR1.call{
value: VAR2 }
("""");
require(VAR4, """");
}",RE,1
0x028377b5d7efc17c8450c70444c17ab317109f5f.sol,"function FUN1() external payable;
}
contract VAR1 {
using SafeMath for uint256;
address public VAR2;
address VAR3 = 0xf783A81F046448c38f3c863885D9e99D10209779;
P3DTakeout VAR4;
uint public VAR5;
string public constant VAR6 = """";
struct VAR7 {
bool VAR8;
bool VAR9;
bool VAR10;
bool VAR11;
uint32 VAR12;
uint32 VAR13;
uint32 VAR14;
uint32 VAR15;
}
struct VAR16{
int64 VAR17;
int64 VAR18;
int64 VAR19;
bytes32 VAR20;
bytes32 VAR21;
bytes32 VAR22;
}
struct VAR23{
bytes32 VAR24;
uint VAR25;
}
struct VAR26{
uint256 VAR27;
uint256 VAR28;
uint160 VAR29;
uint32 VAR30;
bool VAR31;
}
struct VAR32 {
uint160 VAR33;
bool VAR34;
FUN2(bytes32=>uint) VAR35;
}
FUN2 (bytes32 => VAR26) public VAR36;
FUN2 (address => VAR32) VAR37;
uint public VAR38;
uint32 VAR39;
FUN2 (bytes32 => bool) public VAR40;
event FUN3(address VAR41, uint256 VAR42, bytes32 VAR43, uint256 VAR44);
event FUN4(address VAR45, uint256 VAR42);
event FUN5(bytes32 VAR46, uint256 VAR47, bool VAR48);
event FUN6(string VAR49);
constructor() public payable {
VAR2 = msg.sender;
VAR50.VAR20 = bytes32("""");
VAR50.VAR21 = bytes32("""");
VAR50.VAR22 = bytes32("""");
VAR4 = FUN7(0x72b2670e55139934D6445348DC6EaB4089B12576);
}
horses_info public VAR50;
chronus_info public VAR51;
modifier onlyOwner {
require(VAR2 == msg.sender);
VAR52;
}
modifier VAR53 {
require(VAR51.VAR8);
require(VAR54 < VAR51.VAR12 + VAR51.VAR13);
VAR52;
}
modifier VAR55 {
require(!VAR51.VAR8 && !VAR51.VAR9);
VAR52;
}
modifier VAR56 {
require(VAR51.VAR10);
VAR52;
}",RE,1
